0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.1976897706575,104.57365896784162,105.94962817302563,107.32559754958727,108.70156956008098,110.07757247672583,111.45386303501724,112.83233101538987,114.22443686982153,115.68804275786428,117.46777073560219,120.43077672026126,127.14514084565775,143.89638731824547,183.1025501214599,263.53059436399377,403.62869346742616,605.1541760183104,833.8336761162432,1016.1631492760275,1069.8066168238984,957.5614919932511,721.6515632881537,460.21626303339946,261.19462150869725,153.45397891808167,113.3169174791831,104.01586779469163,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,103.0,9471.405374001408,6849.061410009877,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065502,104.57365896766571,105.9496281670357,107.32559741904686,108.70156751530291,110.07754797057929,111.45362948229668,112.83051499840624,114.21270938527792,115.62435187634205,117.17433482025382,119.27738114189799,123.26540651707072,132.72224380557412,155.60906139340847,206.07867231422938,302.8109351812774,459.69342457216374,668.6384585153342,884.6532983542247,1031.8206659268233,1040.136810016431,894.1015704753656,651.2171008688441,406.83568031074503,232.75561737776357,143.48694652350977,111.77550289783352,104.73829254095898,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0,9621.261700893687,6957.4428816070895,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065434,104.57365896761583,105.94962816527118,107.3255973790248,108.70156686171707,110.0775397884671,111.45354785635942,112.8298490538709,114.20818516341055,115.5984259368651,117.04786851028376,118.74897023973683,121.36706737980246,126.84938843241589,139.9758274237107,170.39935490437438,233.50975178122368,346.6774351593622,517.7854705214687,728.6622550089517,925.8652428696339,1035.0929653518197,1001.2342076489398,828.7359285768382,585.4424327738168,360.2701231674687,209.36388639443416,135.8221261043352,110.85265874371555,105.53656182318598,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,9771.84478824123,7066.352533963638,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065415,104.5736589676017,105.94962816475278,107.32559736680682,108.70156665404511,110.07753707779015,111.45351960648992,112.82960776898592,114.20646498493355,115.58805391942153,116.99447096574579,118.51267677238772,120.4643379103608,123.86505428831056,131.43605064639118,149.28873822176496,188.64361101506012,265.4316380661993,394.43091684223225,576.4053471100435,783.5459096324183,956.7105760331251,1026.8414138117867,955.1008564076797,763.2585245465943,524.9164534100131,320.0365717339081,190.26936929374506,129.99948021044,110.40009084138205,106.38995191489637,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0,9923.154636044037,7175.790367079523,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065411,104.57365896759771,105.94962816460087,107.32559736309163,108.70156658842137,110.07753618619826,111.45350991749561,112.82952130952577,114.20581960783679,115.58396971640418,116.97234267286694,118.40930482916691,120.0459477732048,122.3935481052452,126.93374988638409,137.3141108717854,161.04204574691516,210.62513656762476,301.6793422701269,445.1535273220496,634.0043401098428,831.8613442439637,976.8730942196621,1008.2390565676417,903.6819449890247,699.1340455379991,469.93516781544014,285.57904041760224,174.801252239384,125.64415198215141,110.30436230678434,107.28340163120149,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,10075.19124430211,7285.756380954745,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.1976897706541,104.57365896759659,105.94962816455646,107.32559736196609,108.70156656779032,110.07753589488735,111.4535066221055,112.82949064380433,114.20558042997605,115.58238471607845,116.96332811095068,118.36497755825602,119.85650040208985,121.68740501915164,124.63411077292936,130.7700749962218,144.79752099457144,175.59010690932809,236.5047462799983,341.88216327496275,497.75503743105173,689.0666978421132,872.4842887885727,986.4435154918043,980.6699190010768,848.7913700664926,637.5078485352768,420.56178349611724,256.3101680090176,162.36958854459704,122.45271483492095,110.47891638712525,108.2059650985148,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,10227.954613015449,7396.2505755893035,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759626,105.94962816454351,107.32559736162628,108.7015665613351,110.07753580029586,111.45350550996135,112.82947986975734,114.20549279049261,115.5817778063001,116.95971306059838,118.34631416781069,119.77252058106725,121.35677594610931,123.49256155778235,127.31069884381304,135.60292795460794,154.21127315113793,193.23439523867663,266.2980237250698,385.4727964459338,551.0289484242983,740.1836368887441,904.6224560113349,985.8659406151935,945.6354843298571,792.0603568332613,579.2296044918918,376.6817468584071,231.64188684400196,152.46272014491416,120.18099959829465,110.85785621182013,109.14968728876528,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,10381.44474218405,7507.2729509832,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759617,105.94962816453973,107.32559736152402,108.70156655932432,110.07753576975833,111.45350513733423,112.82947611759926,114.20546101376874,115.58154828163767,116.9582842078591,118.33858731586234,119.73601015886729,121.20540179575559,122.94035703429476,125.53582765155372,130.5764637508863,141.68746372438255,165.87393326448168,214.19826782299776,299.86128436723516,431.7092840406075,603.7134893848449,786.1148249625885,927.8213887571914,975.8733890553003,904.6726864100427,734.9065789578633,524.8855200850359,338.0511215396193,211.00700738263365,144.64207751948808,118.63354814387371,111.39111691295388,110.10878680213041,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,10535.661631807918,7618.8235071364315,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.94962816453864,107.32559736149332,108.70156655870058,110.07753575995291,111.4535050133243,112.82947482155065,114.20544960419107,115.58146247235709,116.95772697933896,118.33543760068643,119.72041849728753,121.13750606076832,122.67946017526992,124.6495422441281,127.91312876451099,134.61242832519682,149.2961636502701,180.07805243888032,238.60479146418592,336.8873717722293,479.70763480140033,654.5527472771932,825.8346619398101,941.9510954422606,957.4185414796864,859.2858724983485,678.520520446655,474.8349740856183,304.3376456260825,193.87348416044674,138.5355187936641,117.65462953156145,112.04073361727228,111.0790619458431,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,10690.605281887048,7730.902244049,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.94962816453831,107.32559736148414,108.70156655850785,110.07753575682037,111.45350497231368,112.8294743772934,114.20544554472639,115.58143073383847,116.95751235967998,118.33417200229275,119.71386915034063,121.10762285798288,122.55882890101725,124.21776450285564,126.54128313916132,130.74364232651726,139.62460548043146,158.70699292895839,197.06987196498852,266.45947896295274,376.9115154212762,528.4822337334543,702.3537396609737,858.5622633662905,947.1774133557425,931.6048156835792,810.8936299998522,623.8655744898325,429.2483616787732,275.1544684376607,179.75296369705686,133.83003411802184,117.1206911677505,112.77796688758626,112.05745909575505,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,10846.275692421445,7843.509161720905,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.94962816453823,107.3255973614814,108.7015665584485,110.07753575582437,111.45350495883136,112.82947422609985,114.20544411265149,115.58141911136171,116.95743065080183,118.33367021368277,119.71115982289774,121.09469777888974,122.5041497364985,124.01211570960852,125.85264167722347,128.68953385032808,134.17027265550252,145.83866833932694,170.18924853149338,217.02985659046414,297.63934311989664,419.32662948807734,576.9908048555069,746.0360855619663,883.7754266060465,943.9223638574567,899.621746262916,760.7901692595917,571.6884558637124,388.1438164431029,250.08700471528863,168.20500332597638,130.264380857466,116.93408716252809,113.58109566656816,113.04175899859004,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,11002.672863411106,7956.644260152147,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.94962816453821,107.32559736148059,108.7015665584303,110.0775357555091,111.45350495442361,112.82947417498937,114.20544361147051,115.58141489486604,116.95739987794866,118.33347372240993,119.71005484738208,121.0891971041168,122.47981579011284,123.91618567246721,125.51502018707288,127.62779280306532,131.18708842626629,138.35853977994043,153.49220978507157,183.98795495264474,240.05555599110153,331.8891218471957,463.40671698651863,624.1806603953677,784.6719204009721,901.2099483578362,932.8176832744379,862.687469367663,710.1201031826624,522.5368021498455,351.4212360590068,228.71360393366896,158.83812491571192,127.62201747707515,117.01791729267111,114.43372756095084,114.0303487888267,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,11159.796794856033,8070.307539342725,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.9496281645382,107.32559736148036,108.70156655842473,110.07753575540971,111.4535049529901,112.8294741578206,114.20544343738297,115.58141337851417,116.95738840520596,118.33339766873122,119.70961012228834,121.0868910497373,122.46916912077857,123.87228884283864,125.35305048734493,127.09231321479557,129.6003331187266,134.14661252923457,143.49365688231467,162.82485331101879,200.30784073478543,266.1481177170273,368.82492966772776,508.3365160888294,669.0332192132717,817.5147181042394,910.8464314565581,914.655335554371,822.0000316898306,659.8649274085366,476.78126277408506,318.89265852154966,210.62085985865096,151.3086499307749,125.72455797036254,117.3118144668666,115.32350852889982,115.02205629958442,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,11317.647486756225,8184.498999292642,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,103.19768977065408,104.57365896759615,105.9496281645382,107.32559736148028,108.70156655842305,110.0775357553785,111.45350495252617,112.8294741520876,114.20544337733779,115.58141283766693,116.95738416837438,118.33336854992297,119.70943333300002,121.08593773587691,122.46458408056603,123.8525569148432,125.27689148044482,126.82828584316837,128.7776034315324,131.84255643509266,137.70059467288957,149.7757041936798,174.06668773000263,219.29800804265022,295.2034830692946,407.94501202670983,553.2452100909936,710.6042363718343,844.0166329699797,912.8871746781844,890.3382425091258,778.6983096104217,610.8392302353739,434.639852429252,290.30852154724204,195.41441862072168,145.31806429104927,124.4258637654936,117.76853065758235,116.24113985900229,116.01602964632744,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,11476.22493911168,8299.218640001895,73.0,72.0,71.0,70.0,69.0,68.0,67.0,66.0,65.0,64.0,63.0,62.0,61.0,60.0,59.0,58.0,57.0,56.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,39.0,38.0,37.0,36.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0,27.0,26.0,25.0,24.0,23.0,22.0,21.0,20.0,19.0,18.0,17.0,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
